"long_similar","long_identical","Q6_version","is_similar","is_identical","midterm_exam_1","course_final_score","Transfer_outcome","nPracticed_log","medTime_correct_log","med_lead_to_Exam_log","last_practice_to_Exam_log","fracLong_log","frac_correct_std"
"TRUE","FALSE","V1","TRUE","FALSE",8,70.43,"0",2.39789527279837,0,4.49983436138346,2.88850272839758,0.470003629245736,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",3,71.65,"0",1.09861228866811,6.49978704065585,0.8192902354003,0.8192902354003,0.693147180559945,2.63084499731253
"FALSE","FALSE","V1","FALSE","FALSE",9,94.56,"0",1.09861228866811,7.30988148582479,2.58229799579615,2.58229799579615,0.693147180559945,2.63084499731253
"FALSE","FALSE","V1","FALSE","FALSE",2,96.34,"0",1.6094379124341,0,4.65888208097957,3.75868403311423,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",4,68.54,"1",1.6094379124341,0,2.99266507450452,2.98585027369954,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",7,97.19,"0",1.6094379124341,0,0.846285443304032,0.770493949762573,0.405465108108164,-0.581552662788649
"FALSE","FALSE","V1","TRUE","TRUE",5,79.42,"0",1.6094379124341,0,5.37582095595148,5.37376749316492,0.405465108108164,-0.581552662788649
"TRUE","TRUE","V1","TRUE","TRUE",5,70.94,"0",2.19722457733622,0,2.75141119186406,0.90769836745595,0.22314355131421,-0.581552662788649
"TRUE","TRUE","V1","TRUE","TRUE",5,93.54,"0",1.94591014905531,7.25629723969068,2.63396502071155,2.61690909639225,0.693147180559945,2.63084499731253
"TRUE","FALSE","V2","TRUE","FALSE",7,90.42,"1",1.09861228866811,0,2.54409232832521,2.54409232832521,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V1","TRUE","TRUE",7,78.26,"0",3.04452243772342,6.30991827822652,3.06503805904121,2.12292665361957,0.53062825106217,0.703406401251824
"TRUE","TRUE","V1","TRUE","TRUE",4,81.66,"0",2.39789527279837,6.43052560464466,0.795377803208844,0.777156370306736,0.336472236621213,0.703406401251824
"TRUE","FALSE","V2","TRUE","FALSE",7,89.9,"1",1.94591014905531,0,1.04965544394158,0.943797808327117,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",4,38.12,"0",1.6094379124341,0,1.83484556540138,1.82991123519243,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",3,96.86,"1",2.19722457733622,10.5284094241005,3.15463355613985,1.37287134078775,0.693147180559945,0.221546752236647
"TRUE","TRUE","V1","TRUE","TRUE",2,70.08,"0",1.94591014905531,0,3.58994883954881,2.66431114745698,0.512823626428664,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",4,76.31,"0",1.09861228866811,0,5.06937055048603,5.06937055048603,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",5,80.53,"1",1.6094379124341,0,0.975450228631268,0.955725097415814,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",8,93.57,"1",1.09861228866811,0,2.56870298752999,2.56870298752999,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",7,83.53,"0",1.09861228866811,0,3.77325889838302,3.77325889838302,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",7,83.66,"1",1.94591014905531,0,1.29594408286475,1.16592473668841,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",9,92.3,"0",2.56494935746154,7.17472430983638,4.21446026603791,2.76647632957082,0.693147180559945,2.09544538729567
"FALSE","FALSE","V2","TRUE","FALSE",8,87.11,"0",2.39789527279837,0,3.61542724980346,3.61523291394564,0.182321556793955,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",5,77.77,"1",1.09861228866811,0,1.37708542203458,1.37708542203458,0,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",7,88.9,"0",2.56494935746154,0,2.70273052110596,2.69839260517577,0.285178942233662,-0.581552662788649
"TRUE","TRUE","V1","TRUE","TRUE",6,71.48,"0",2.83321334405622,6.15909538849193,1.6075750673039,0.870595772612025,0.693147180559945,1.02464616726194
"FALSE","FALSE","V2","FALSE","FALSE",7,87.99,"0",1.09861228866811,0,5.0998596527335,5.0998596527335,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",8,71.13,"0",2.19722457733622,6.84641164874108,2.42831180260472,2.28235404060361,0.693147180559945,2.63084499731253
"FALSE","FALSE","V1","FALSE","FALSE",7,72.36,"0",1.09861228866811,0,3.10505990977293,3.10505990977293,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",8,85.44,"0",1.94591014905531,0,1.13328206370317,1.11039445736637,0.512823626428664,-0.581552662788649
"TRUE","TRUE","V1","TRUE","TRUE",0,66.78,"0",1.94591014905531,7.42892719480227,5.06198830892273,5.05823250712344,0.693147180559945,0.489246557245079
"TRUE","TRUE","V2","TRUE","TRUE",5,56.83,"0",1.09861228866811,0,4.81088947944194,4.81088947944194,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",2,69.49,"0",1.09861228866811,0,3.00609506058954,3.00609506058954,0.693147180559945,-0.581552662788649
"TRUE","TRUE","V1","TRUE","TRUE",2,72.88,"0",2.19722457733622,5.97126183979046,2.13805433720864,2.0932006166504,0.559615787935423,0.221546752236647
"FALSE","FALSE","V2","FALSE","FALSE",8,95.97,"1",1.09861228866811,0,2.5493149541144,2.5493149541144,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",7,96.15,"0",2.56494935746154,6.51619307604296,3.05822443148454,3.0356338446145,0.693147180559945,2.09544538729567
"FALSE","FALSE","V2","FALSE","FALSE",2,79.72,"1",1.6094379124341,10.0958419450305,2.13825079121448,1.1602821157012,0.693147180559945,1.02464616726194
"FALSE","FALSE","V1","FALSE","FALSE",4,80.54,"1",1.6094379124341,0,0.951282429865099,0.921278273385194,0.405465108108164,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",10,98.32,"0",2.70805020110221,0,1.08265226908938,0.890060827144384,0.451075619360217,-0.581552662788649
"TRUE","FALSE","V2","TRUE","TRUE",5,96.54,"0",3.71357206670431,0,4.47780229955756,4.1772165969058,0.0953101798043249,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",3,72.2,"1",2.39789527279837,7.91753635394363,2.60679646739704,2.51047963354552,0.693147180559945,3.27332452933277
"TRUE","TRUE","V1","TRUE","TRUE",7,98.07,"1",3.43398720448515,6.34651316930213,4.97212351477518,2.58305371092752,0.693147180559945,1.13172608926532
"FALSE","FALSE","V1","FALSE","FALSE",5,73.13,"0",1.6094379124341,0,3.87735679365835,3.86672922179039,0.405465108108164,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",5,78.11,"1",2.19722457733622,0,1.54056408148059,1.5263581902898,0.405465108108164,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",6,81.86,"1",1.09861228866811,6.78219205600679,3.80771748861883,3.80771748861883,0.693147180559945,2.63084499731253
"FALSE","FALSE","V1","FALSE","FALSE",0,88.57,"1",1.6094379124341,9.37830942254574,2.28589096264457,1.16765454165182,0.693147180559945,1.02464616726194
"FALSE","FALSE","V1","TRUE","TRUE",6,73.72,"0",1.6094379124341,0,2.38913224187611,2.37358705601543,0.405465108108164,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",5,78.99,"0",2.19722457733622,0,5.32967673126963,5.32606087597166,0.559615787935423,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",2,84.11,"0",2.39789527279837,7.05703698169789,4.54564721407695,0.802624211729611,0.470003629245736,0.0609268692315877
"FALSE","FALSE","V1","TRUE","FALSE",1,50.5,"0",1.09861228866811,0,0.999405638584662,0.999405638584662,0,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",4,67.79,"0",1.09861228866811,0,1.41139339517491,1.41139339517491,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",7,91.7,"0",3.61091791264422,5.94148617730174,1.11327281457921,0.898013607073803,0.444685821261446,1.20311270393423
"TRUE","FALSE","V2","TRUE","FALSE",6,84.48,"1",2.19722457733622,7.31388683163346,3.06371537613662,1.29480326819944,0.693147180559945,1.82774558228724
"TRUE","TRUE","V1","TRUE","TRUE",5,84.44,"0",2.94443897916644,6.70563909486,3.84657740635308,3.12440640263926,0.693147180559945,-0.224619589444073
"FALSE","FALSE","V1","TRUE","FALSE",6,67.43,"0",1.6094379124341,0,3.47671276242249,2.94405878994461,0.405465108108164,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",4,76.86,"0",1.6094379124341,0,2.71548545393811,2.6968956269205,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",5,83.87,"0",1.09861228866811,0,3.74723352632623,3.74723352632623,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",1,74.17,"0",1.6094379124341,0,4.06203656774563,1.1603691668438,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",2,86.97,"0",1.09861228866811,0,3.0677945038103,3.0677945038103,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",9,98.24,"0",1.6094379124341,0,1.41203655820505,1.12474920553555,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",2,71.57,"0",1.6094379124341,0,3.43981249837351,2.80061250119674,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",9,103.07,"1",2.56494935746154,7.7931743471892,3.71699438815783,3.084734722599,0.693147180559945,3.1662446073294
"TRUE","TRUE","V1","TRUE","TRUE",5,86.52,"0",2.39789527279837,6.30261897574491,2.38500957736881,0.713902512929886,0.693147180559945,0.0609268692315877
"FALSE","FALSE","V1","FALSE","FALSE",5,82.39,"0",1.6094379124341,0,2.94033701033242,2.92443019026954,0.405465108108164,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",10,98.3,"1",3.04452243772342,5.54517744447956,2.6183685955567,2.56443640541131,0.641853886172395,2.63084499731253
"TRUE","TRUE","V1","TRUE","TRUE",7,86.66,"1",2.56494935746154,6.60934924316738,3.82284261115368,3.76518441587952,0.693147180559945,3.1662446073294
"TRUE","FALSE","V2","TRUE","FALSE",10,97.67,"0",2.39789527279837,6.63856778916652,3.17522576105304,0.88411183350992,0.693147180559945,0.0609268692315877
"TRUE","FALSE","V2","TRUE","FALSE",2,71.38,"0",2.56494935746154,0,5.12418386263458,5.12132160250943,0.285178942233662,-0.581552662788649
"FALSE","FALSE","V2","TRUE","FALSE",7,75.45,"0",1.09861228866811,0,5.22198362861611,5.22198362861611,0,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",8,88.28,"1",2.83321334405622,6.69270389756526,3.00844281791317,2.92024514567386,0.693147180559945,0.221546752236647
"TRUE","TRUE","V2","TRUE","TRUE",8,92.74,"1",2.70805020110221,5.84932477994686,4.20197749398559,2.50706669951968,0.451075619360217,-0.122638711345623
"TRUE","FALSE","V1","TRUE","FALSE",9,96.73,"0",3.13549421592915,6.92755790627832,3.79595724441126,0.88548782271911,0.548121408509688,1.46270039363938
"TRUE","FALSE","V1","TRUE","FALSE",9,71.4,"0",1.09861228866811,0,1.0062329948036,1.0062329948036,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",7,79.61,"1",1.09861228866811,0,4.86376024306972,4.86376024306972,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",3,87.38,"0",1.09861228866811,0,1.44966032007504,1.44966032007504,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",7,86.54,"0",2.19722457733622,6.77650699237218,2.20248847645576,1.43323095664,0.693147180559945,0.221546752236647
"TRUE","TRUE","V1","TRUE","TRUE",7,78.02,"0",1.09861228866811,0,2.79954841076689,2.79954841076689,0.693147180559945,-0.581552662788649
"TRUE","TRUE","V1","TRUE","TRUE",5,84.34,"1",1.09861228866811,0,4.80327623190991,4.80327623190991,0.693147180559945,-0.581552662788649
"TRUE","TRUE","V2","TRUE","TRUE",8,92.92,"0",3.04452243772342,5.94542060860658,3.04295374765481,3.03816630138342,0.405465108108164,-0.260312896778531
"FALSE","FALSE","V2","FALSE","FALSE",5,86.67,"1",1.6094379124341,6.79682371827486,4.56301338897819,4.55658375106445,0.693147180559945,1.02464616726194
"TRUE","FALSE","V2","TRUE","FALSE",4,82.95,"0",2.83321334405622,0,3.2334688271711,0.882389180198474,0.322083499169113,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",8,93.91,"1",1.09861228866811,0,2.7511806402239,2.7511806402239,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",0,46.98,"0",1.6094379124341,0,2.18095090114617,1.47647778517787,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",9,94.26,"1",1.94591014905531,0,2.68088833871857,1.0642316950671,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V1","TRUE","FALSE",8,87.65,"0",1.09861228866811,0,1.47977205486594,1.47977205486594,0,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",8,100.39,"0",2.39789527279837,8.33302993974291,2.45968380405629,2.41405192708363,0.587786664902119,0.0609268692315877
"FALSE","FALSE","V1","FALSE","FALSE",8,87.21,"1",1.09861228866811,0,2.74236216237551,2.74236216237551,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",2,76.68,"0",1.09861228866811,0,3.73296943627428,3.73296943627428,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",7,81.64,"0",1.09861228866811,0,4.77889237396858,4.77889237396858,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",5,83.76,"1",1.09861228866811,0,2.8319052993962,2.8319052993962,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",3,57.15,"0",1.94591014905531,0,2.19481426746439,2.1723814904622,0.512823626428664,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",7,89.39,"0",1.94591014905531,0,2.91123289037956,2.90679480040726,0.512823626428664,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",7,77.47,"0",2.39789527279837,0,2.57817349761947,0.86441247110549,0.693147180559945,-0.581552662788649
"TRUE","TRUE","V1","TRUE","TRUE",10,96.3,"1",3.49650756146648,6.5424719605068,2.65153863683349,0.874774051671221,0.693147180559945,0.422321605992971
"TRUE","FALSE","V2","TRUE","FALSE",4,64.32,"0",2.56494935746154,0,3.98269113954539,3.0029836961015,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",1,59.47,"0",1.09861228866811,0,2.47893980947594,2.47893980947594,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",6,77.62,"0",1.09861228866811,0,2.99800746112849,2.99800746112849,0,-0.581552662788649
"TRUE","TRUE","V2","TRUE","TRUE",8,91.39,"1",2.39789527279837,6.07073772800249,2.64321533976392,2.6192594642125,0.587786664902119,0.0609268692315877
"TRUE","TRUE","V1","TRUE","TRUE",7,83.57,"0",3.2188758248682,6.46380918405569,2.56478908820885,0.954442497838531,0.559615787935423,0.489246557245079
"TRUE","FALSE","V1","TRUE","FALSE",2,76.21,"0",1.6094379124341,7.15070145759253,2.80740102803447,2.62466859216316,0.693147180559945,2.63084499731253
"TRUE","FALSE","V1","TRUE","FALSE",4,47.7,"0",3.04452243772342,7.2902928824466,4.93831546584962,4.92950959278935,0.693147180559945,-0.260312896778531
"TRUE","FALSE","V1","TRUE","FALSE",6,66.06,"0",1.6094379124341,0,2.67016563194787,2.54990079627924,0.693147180559945,-0.581552662788649
"TRUE","TRUE","V1","TRUE","TRUE",8,95.46,"0",2.56494935746154,0,4.47097190437587,4.14995007340175,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",6,67,"1",2.39789527279837,6.6631326959908,2.61092726814213,2.57161512596954,0.693147180559945,0.0609268692315877
"FALSE","FALSE","V2","FALSE","FALSE",4,72.78,"0",1.09861228866811,0,3.03003976134498,3.03003976134498,0,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",9,94.98,"1",1.09861228866811,0,0.780979979349555,0.780979979349555,0.693147180559945,-0.581552662788649
"TRUE","TRUE","V1","TRUE","TRUE",7,74.01,"1",2.39789527279837,7.04838640872188,2.61812549357422,2.56742492319719,0.693147180559945,0.703406401251824
"FALSE","FALSE","V1","FALSE","FALSE",5,71.05,"0",1.6094379124341,0,1.93868170574114,1.12610134888845,0.405465108108164,-0.581552662788649
"TRUE","TRUE","V2","TRUE","TRUE",5,77.58,"0",2.70805020110221,7.09423484592476,3.10482332211298,1.2871643952127,0.693147180559945,0.795189191540429
"TRUE","TRUE","V1","TRUE","TRUE",1,79.91,"0",1.09861228866811,0,4.49220987726655,4.49220987726655,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",6,87.03,"1",1.94591014905531,0,3.03919078939538,3.0023216271118,0.512823626428664,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",5,90.29,"0",2.70805020110221,7.1777824161952,4.27237839044918,4.24047907124814,0.693147180559945,1.71301709442648
"TRUE","FALSE","V1","TRUE","FALSE",7,88.29,"1",1.6094379124341,0,2.03668263204075,1.11213160066036,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",9,98.47,"1",1.09861228866811,0,0.891884189472916,0.891884189472916,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",6,91.86,"1",1.6094379124341,0,0.965609856648357,0.965080896043587,0,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",3,54.81,"1",1.09861228866811,0,1.12402731414885,1.12402731414885,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",3,86.82,"0",2.19722457733622,0,3.08339332371955,3.01864824109411,0.693147180559945,-0.581552662788649
"TRUE","TRUE","V1","TRUE","TRUE",4,86.15,"0",1.09861228866811,0,5.12739228914967,5.12739228914967,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",10,94.47,"1",1.6094379124341,7.78197323443438,1.36410555583074,1.27326563082189,0.693147180559945,1.02464616726194
"FALSE","FALSE","V2","FALSE","FALSE",6,74.54,"0",1.09861228866811,0,0.876394234874843,0.876394234874843,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",5,77.82,"0",2.83321334405622,6.3750248198281,2.81535050082851,2.77104238839272,0.693147180559945,0.221546752236647
"TRUE","FALSE","V2","TRUE","FALSE",9,87.78,"0",2.70805020110221,0,3.75773157495524,3.75553162533521,0.131028262406404,-0.581552662788649
"FALSE","FALSE","V1","FALSE","FALSE",7,84.64,"0",1.09861228866811,0,1.23917906006056,1.23917906006056,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",5,65.55,"0",1.09861228866811,0,5.13395359912786,5.13395359912786,0,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",6,85.81,"1",1.09861228866811,0,1.44423564744753,1.44423564744753,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",4,50.91,"1",1.09861228866811,0,2.99802131835746,2.99802131835746,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",4,71.8,"1",1.09861228866811,0,1.97296157250718,1.97296157250718,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",9,88.65,"1",1.6094379124341,7.56966975711098,1.0002743817724,0.928658380682817,0.693147180559945,2.63084499731253
"FALSE","FALSE","V2","FALSE","FALSE",4,63.82,"0",1.6094379124341,0,0.874426527775456,0.845510549813108,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V1","TRUE","FALSE",7,34.8,"1",2.56494935746154,7.62095015484586,2.98252037958176,1.16436534973116,0.693147180559945,0.489246557245079
"FALSE","FALSE","V2","FALSE","FALSE",6,69.73,"0",1.09861228866811,0,3.75813340262843,3.75813340262843,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",3,85.73,"0",1.09861228866811,0,3.77102251859558,3.77102251859558,0.693147180559945,-0.581552662788649
"FALSE","FALSE","V2","FALSE","FALSE",1,70.71,"0",1.09861228866811,0,0.985505800895628,0.985505800895628,0.693147180559945,-0.581552662788649
"TRUE","FALSE","V2","TRUE","FALSE",6,64.84,"0",1.6094379124341,0,1.41817651407067,1.09555205537152,0.693147180559945,-0.581552662788649
